,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
16847,32,admin.,single,tertiary,no,497,yes,no,cellular,13,aug,132,4,-1,0,unknown,no
16848,50,housemaid,married,primary,no,4,no,no,unknown,16,jun,51,1,-1,0,unknown,no
16849,51,admin.,single,secondary,no,895,no,no,cellular,23,jul,638,2,-1,0,unknown,yes
16850,57,blue-collar,married,secondary,no,166,no,no,cellular,4,aug,58,1,-1,0,unknown,no
16851,45,management,married,tertiary,no,2220,yes,no,cellular,21,nov,89,1,133,2,failure,no
16852,35,admin.,married,secondary,no,4463,no,no,cellular,18,nov,90,1,-1,0,unknown,no
16853,19,student,single,secondary,no,4,no,no,cellular,3,sep,114,1,-1,0,unknown,no
16854,60,management,married,tertiary,no,36,yes,no,unknown,16,may,194,3,-1,0,unknown,no
16855,38,blue-collar,single,secondary,no,578,yes,no,unknown,21,may,112,2,-1,0,unknown,no
16856,31,technician,married,tertiary,no,702,no,yes,cellular,29,jan,157,3,182,29,failure,no
16857,47,management,divorced,tertiary,no,94,yes,no,cellular,31,jul,9,19,-1,0,unknown,no
16858,67,management,divorced,tertiary,no,361,no,no,cellular,13,oct,411,2,-1,0,unknown,yes
16859,35,management,single,secondary,no,138,yes,yes,cellular,17,jul,79,1,-1,0,unknown,no
16860,54,blue-collar,divorced,secondary,no,462,yes,no,unknown,23,may,260,3,-1,0,unknown,no
16861,34,management,married,tertiary,no,396,no,yes,cellular,19,aug,166,3,-1,0,unknown,no
16862,51,unemployed,married,secondary,no,17418,yes,no,telephone,30,jan,237,2,-1,0,unknown,no
16863,54,retired,married,primary,no,136,yes,no,cellular,3,apr,352,1,332,2,failure,no
16864,29,technician,single,secondary,no,1856,yes,yes,cellular,18,may,134,1,-1,0,unknown,no
16865,38,admin.,married,secondary,no,6706,no,no,cellular,26,mar,143,2,-1,0,unknown,no
16866,38,blue-collar,married,secondary,no,-367,yes,yes,cellular,12,may,354,1,-1,0,unknown,no
16867,30,admin.,single,secondary,no,239,yes,no,cellular,7,may,115,3,-1,0,unknown,no
16868,29,admin.,single,secondary,no,65,yes,no,cellular,14,may,9,6,-1,0,unknown,no
16869,35,technician,single,tertiary,no,0,no,no,cellular,11,aug,176,3,-1,0,unknown,no
16870,30,management,married,tertiary,no,34,yes,yes,unknown,20,jun,238,3,-1,0,unknown,no
16871,33,technician,married,secondary,no,95,no,no,cellular,28,aug,26,19,-1,0,unknown,no
16872,28,technician,single,secondary,no,26765,no,no,unknown,13,may,210,8,-1,0,unknown,no
16873,29,management,married,tertiary,no,0,yes,yes,cellular,15,jul,218,1,-1,0,unknown,no
16874,33,blue-collar,married,secondary,no,3259,yes,no,unknown,20,may,182,1,-1,0,unknown,no
16875,55,management,married,tertiary,no,1402,yes,no,cellular,17,nov,66,1,-1,0,unknown,no
16876,40,self-employed,married,secondary,no,167,yes,yes,cellular,8,may,380,4,295,1,failure,no
16877,31,services,married,secondary,no,0,yes,no,cellular,29,jan,224,2,-1,0,unknown,no
16878,30,management,single,tertiary,no,420,no,no,cellular,25,aug,618,3,-1,0,unknown,no
16879,63,technician,married,secondary,no,973,no,no,cellular,25,feb,318,1,388,1,success,yes
16880,40,admin.,married,secondary,no,0,yes,yes,unknown,29,may,49,3,-1,0,unknown,no
16881,38,technician,married,tertiary,no,432,yes,no,cellular,15,may,10,2,373,1,other,no
16882,42,blue-collar,married,primary,no,3,no,no,unknown,18,jun,45,3,-1,0,unknown,no
16883,39,self-employed,married,primary,no,2077,yes,no,cellular,31,jul,88,21,-1,0,unknown,no
16884,35,technician,single,tertiary,no,670,yes,no,unknown,9,may,106,1,-1,0,unknown,no
16885,33,technician,single,secondary,no,189,yes,no,unknown,14,may,260,1,-1,0,unknown,no
16886,46,blue-collar,divorced,primary,no,219,yes,no,cellular,21,nov,729,1,-1,0,unknown,yes
16887,35,admin.,single,secondary,no,203,yes,no,cellular,10,jul,301,1,-1,0,unknown,no
16888,39,technician,single,tertiary,no,393,no,no,cellular,28,jun,325,1,94,1,success,yes
16889,33,unemployed,married,tertiary,no,3335,no,no,cellular,18,aug,98,6,-1,0,unknown,no
16890,58,unemployed,married,secondary,no,687,yes,no,cellular,7,aug,221,1,99,2,success,yes
16891,37,services,married,secondary,no,580,yes,no,unknown,2,jun,469,2,-1,0,unknown,no
16892,57,technician,divorced,secondary,no,3043,no,no,cellular,14,aug,707,2,-1,0,unknown,yes
16893,38,management,married,secondary,no,0,yes,no,unknown,27,may,233,2,-1,0,unknown,no
16894,26,technician,single,secondary,no,84,yes,no,cellular,29,jul,70,3,-1,0,unknown,no
16895,34,admin.,married,secondary,no,3487,yes,no,unknown,2,jun,464,1,-1,0,unknown,no
16896,34,blue-collar,single,secondary,no,19833,yes,no,cellular,30,jan,84,4,252,1,other,no
16897,27,admin.,single,secondary,no,1391,yes,no,unknown,27,may,319,1,-1,0,unknown,no
16898,25,blue-collar,single,secondary,no,335,yes,no,unknown,13,may,164,1,-1,0,unknown,no
16899,45,housemaid,divorced,primary,no,221,no,no,cellular,2,feb,93,1,235,1,failure,no
16900,33,blue-collar,married,primary,no,827,yes,no,cellular,18,may,18,4,-1,0,unknown,no
16901,40,services,married,secondary,no,4157,yes,no,unknown,15,may,735,1,-1,0,unknown,no
16902,24,technician,married,secondary,no,556,yes,no,cellular,18,aug,460,2,-1,0,unknown,yes
16903,48,services,married,secondary,no,0,no,no,telephone,24,jul,154,1,-1,0,unknown,no
16904,31,admin.,single,secondary,no,8626,no,no,cellular,25,may,159,1,111,1,failure,no
16905,32,blue-collar,married,primary,no,244,yes,no,unknown,16,may,128,2,-1,0,unknown,no
16906,35,management,single,tertiary,no,863,no,no,cellular,11,aug,481,2,-1,0,unknown,no
16907,45,blue-collar,married,secondary,no,9680,no,no,cellular,7,aug,89,4,-1,0,unknown,no
16908,57,retired,married,secondary,no,2774,no,no,cellular,18,aug,299,6,-1,0,unknown,no
16909,32,management,single,tertiary,no,1218,yes,no,telephone,28,jan,70,2,-1,0,unknown,no
16910,56,management,divorced,tertiary,no,94,no,no,unknown,4,jul,121,1,-1,0,unknown,no
16911,45,housemaid,married,secondary,no,20187,yes,no,cellular,17,nov,707,1,-1,0,unknown,no
16912,40,management,married,tertiary,no,226,yes,no,cellular,12,may,262,2,-1,0,unknown,no
16913,36,services,married,secondary,no,11650,yes,no,telephone,29,jul,268,1,-1,0,unknown,yes
16914,49,management,married,tertiary,no,64,no,no,cellular,17,nov,208,1,159,1,success,no
16915,46,services,married,secondary,no,111,no,no,cellular,13,aug,78,2,-1,0,unknown,no
16916,34,admin.,divorced,secondary,no,0,yes,yes,cellular,14,jul,194,3,-1,0,unknown,no
16917,35,management,single,tertiary,no,-108,yes,no,cellular,28,aug,74,3,-1,0,unknown,no
16918,32,management,married,tertiary,no,1683,yes,yes,cellular,20,apr,72,2,-1,0,unknown,no
16919,35,technician,single,tertiary,no,4,yes,no,cellular,24,jul,155,1,-1,0,unknown,no
16920,55,retired,divorced,primary,no,53,yes,no,unknown,29,may,84,2,-1,0,unknown,no
16921,53,management,married,tertiary,no,0,no,no,cellular,26,aug,240,2,-1,0,unknown,no
16922,40,blue-collar,married,primary,no,481,yes,no,cellular,20,apr,228,3,347,1,failure,no
16923,33,services,married,tertiary,no,570,no,no,cellular,25,may,70,1,-1,0,unknown,no
16924,44,technician,married,secondary,no,-97,yes,no,unknown,7,may,408,3,-1,0,unknown,no
16925,30,self-employed,single,secondary,no,635,no,yes,cellular,14,jul,209,2,-1,0,unknown,no
16926,53,technician,divorced,secondary,no,173,no,yes,cellular,21,nov,412,2,143,1,failure,no
16927,21,admin.,single,secondary,no,524,no,no,cellular,26,may,185,1,-1,0,unknown,yes
16928,27,blue-collar,single,secondary,no,103,no,yes,cellular,28,jul,53,5,-1,0,unknown,no
16929,40,admin.,married,secondary,no,3126,yes,no,cellular,30,mar,186,2,90,5,failure,no
16930,32,management,married,tertiary,no,2853,yes,yes,cellular,4,feb,419,1,-1,0,unknown,no
16931,31,self-employed,married,tertiary,no,1015,no,no,cellular,8,aug,112,2,-1,0,unknown,no
16932,26,management,single,tertiary,no,761,no,no,cellular,2,feb,362,1,-1,0,unknown,no
16933,31,blue-collar,married,secondary,no,0,yes,no,unknown,5,may,143,1,-1,0,unknown,no
16934,31,admin.,single,secondary,no,747,yes,no,unknown,26,may,543,2,-1,0,unknown,yes
16935,30,management,married,tertiary,no,359,no,no,cellular,4,mar,117,2,-1,0,unknown,no
16936,41,blue-collar,single,secondary,no,3851,no,no,cellular,19,nov,130,1,-1,0,unknown,no
16937,37,management,married,tertiary,no,347,yes,no,cellular,22,jul,282,1,-1,0,unknown,no
16938,48,management,divorced,tertiary,no,-244,yes,no,unknown,5,may,253,1,-1,0,unknown,no
16939,40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no
16940,47,technician,divorced,secondary,no,2836,no,yes,cellular,14,aug,10,2,-1,0,unknown,no
16941,56,housemaid,divorced,tertiary,no,1059,no,yes,unknown,6,jun,57,2,-1,0,unknown,no
16942,32,entrepreneur,divorced,secondary,no,-934,yes,no,cellular,18,nov,50,1,-1,0,unknown,no
16943,49,housemaid,married,primary,no,0,yes,no,cellular,17,jul,51,1,-1,0,unknown,no
16944,41,blue-collar,married,secondary,yes,720,no,yes,cellular,24,jul,651,1,-1,0,unknown,yes
16945,33,blue-collar,divorced,secondary,no,126,yes,no,unknown,7,may,248,3,-1,0,unknown,no
16946,38,blue-collar,married,primary,no,27,yes,no,unknown,27,may,62,4,-1,0,unknown,no
16947,46,entrepreneur,divorced,secondary,no,2514,yes,no,cellular,20,nov,68,2,-1,0,unknown,no
16948,33,blue-collar,single,secondary,no,498,no,no,cellular,12,aug,338,2,104,1,success,yes
16949,39,technician,single,secondary,no,1685,yes,no,cellular,8,may,319,1,368,1,failure,no
16950,31,technician,single,secondary,no,7567,no,no,cellular,14,may,287,1,276,2,failure,no
16951,40,management,married,tertiary,no,24450,no,no,cellular,25,aug,73,2,-1,0,unknown,no
16952,33,management,married,tertiary,no,544,no,yes,cellular,26,aug,111,4,-1,0,unknown,no
16953,77,retired,married,primary,no,680,no,no,telephone,24,feb,513,2,89,7,failure,no
16954,30,services,married,secondary,no,152,yes,no,unknown,9,may,115,2,-1,0,unknown,no
16955,44,admin.,single,unknown,yes,-612,yes,no,cellular,31,jul,297,1,-1,0,unknown,no
16956,53,self-employed,divorced,tertiary,no,8,no,no,cellular,28,jan,201,3,-1,0,unknown,no
16957,30,student,single,secondary,no,459,no,no,cellular,13,jul,98,2,210,22,success,no
16958,25,technician,single,tertiary,no,437,no,yes,cellular,7,jul,121,1,-1,0,unknown,no
16959,33,services,single,secondary,no,969,no,no,telephone,8,jul,107,3,-1,0,unknown,no
16960,38,management,married,unknown,no,933,no,no,unknown,20,jun,95,2,-1,0,unknown,no
16961,30,admin.,single,secondary,no,1450,yes,no,cellular,18,may,298,1,355,1,failure,no
16962,39,technician,married,secondary,no,-735,yes,no,cellular,30,jan,144,5,248,2,failure,no
16963,34,admin.,married,tertiary,no,0,no,no,cellular,30,jul,292,1,183,2,success,yes
16964,31,blue-collar,married,primary,no,406,yes,no,unknown,8,may,31,1,-1,0,unknown,no
16965,37,technician,married,secondary,no,710,yes,no,unknown,6,may,378,3,-1,0,unknown,no
16966,55,technician,married,unknown,no,4746,yes,no,cellular,21,nov,237,2,182,3,failure,no
16967,32,technician,single,secondary,no,260,yes,no,unknown,5,sep,13,1,656,7,other,no
16968,41,blue-collar,married,secondary,no,750,yes,no,cellular,31,jul,207,2,-1,0,unknown,no
16969,38,blue-collar,married,primary,no,0,yes,no,cellular,17,nov,78,2,193,2,failure,no
16970,21,student,single,unknown,no,210,yes,no,unknown,19,may,53,1,-1,0,unknown,no
16971,42,management,single,secondary,no,9720,no,no,cellular,5,aug,81,2,-1,0,unknown,no
16972,42,management,married,secondary,no,0,no,no,unknown,7,may,234,4,-1,0,unknown,no
16973,39,management,single,secondary,no,120,no,no,unknown,12,jun,66,1,-1,0,unknown,no
16974,49,management,divorced,tertiary,no,348,no,no,cellular,30,oct,125,1,-1,0,unknown,yes
16975,27,admin.,married,secondary,no,-790,yes,no,cellular,22,jul,273,4,-1,0,unknown,no
16976,32,admin.,single,secondary,no,131,yes,no,cellular,21,dec,322,1,189,1,success,yes
16977,28,services,single,secondary,no,0,no,yes,cellular,16,jul,133,1,-1,0,unknown,no
16978,38,blue-collar,married,secondary,no,861,yes,no,cellular,11,may,565,2,-1,0,unknown,no
16979,58,blue-collar,married,primary,no,66,yes,no,cellular,15,may,184,4,-1,0,unknown,no
16980,52,technician,married,secondary,no,195,yes,no,cellular,17,dec,110,2,205,3,failure,no
16981,42,management,married,tertiary,no,157,yes,yes,cellular,28,jan,136,1,-1,0,unknown,no
16982,34,technician,single,secondary,no,85,yes,no,unknown,20,may,1182,4,-1,0,unknown,yes
16983,36,unemployed,married,primary,no,2347,yes,no,cellular,21,nov,5,3,-1,0,unknown,no
16984,38,services,married,secondary,no,503,no,no,unknown,20,jun,13,4,-1,0,unknown,no
16985,32,blue-collar,married,primary,no,391,yes,no,cellular,17,apr,728,1,-1,0,unknown,no
16986,52,blue-collar,married,primary,yes,0,no,no,cellular,23,jul,322,3,-1,0,unknown,no
16987,41,entrepreneur,divorced,tertiary,no,252,no,no,unknown,15,may,57,2,-1,0,unknown,no
16988,33,blue-collar,single,secondary,no,498,no,no,cellular,30,apr,301,1,-1,0,unknown,yes
16989,50,admin.,married,secondary,no,242,yes,no,cellular,20,aug,69,4,-1,0,unknown,no
16990,47,blue-collar,single,primary,no,10558,yes,no,cellular,13,may,81,3,174,2,other,no
16991,57,housemaid,divorced,secondary,no,4969,no,no,cellular,21,nov,655,2,-1,0,unknown,no
16992,28,services,single,secondary,no,115,yes,no,unknown,21,may,66,13,-1,0,unknown,no
16993,57,management,divorced,tertiary,no,909,yes,no,cellular,25,jul,147,2,-1,0,unknown,no
16994,53,self-employed,married,tertiary,no,451,yes,no,cellular,2,feb,125,1,249,2,failure,no
16995,58,services,married,secondary,no,0,yes,no,unknown,15,may,183,5,-1,0,unknown,no
16996,45,services,divorced,secondary,no,864,yes,no,unknown,14,may,183,2,-1,0,unknown,no
16997,55,services,married,secondary,no,2476,yes,no,unknown,5,may,579,1,-1,0,unknown,yes
16998,53,blue-collar,married,secondary,no,1777,yes,no,unknown,20,jun,253,1,-1,0,unknown,no
16999,54,technician,divorced,secondary,no,0,yes,no,unknown,16,may,161,1,-1,0,unknown,no
17000,42,management,single,tertiary,no,1285,yes,no,cellular,9,feb,21,3,252,4,other,no
17001,46,technician,married,secondary,no,1,no,yes,cellular,20,nov,200,1,-1,0,unknown,no
17002,44,blue-collar,married,secondary,no,215,no,yes,cellular,28,jul,180,5,-1,0,unknown,no
17003,46,management,married,unknown,no,2296,no,no,unknown,5,jun,67,2,-1,0,unknown,no
17004,47,services,single,secondary,no,3644,no,no,unknown,9,jun,83,2,-1,0,unknown,no
17005,49,services,married,secondary,no,220,yes,no,cellular,28,jul,93,11,-1,0,unknown,no
17006,50,blue-collar,married,unknown,no,123,yes,no,cellular,7,aug,276,2,-1,0,unknown,no
17007,27,student,single,secondary,no,1411,no,no,cellular,2,feb,92,1,-1,0,unknown,no
17008,37,blue-collar,divorced,secondary,no,333,yes,no,telephone,18,may,73,6,-1,0,unknown,no
17009,35,services,married,secondary,no,63,no,yes,cellular,10,jul,480,4,-1,0,unknown,no
17010,30,management,married,tertiary,no,151,no,no,cellular,21,aug,121,1,-1,0,unknown,no
17011,33,entrepreneur,married,secondary,no,5809,yes,no,cellular,22,aug,219,4,-1,0,unknown,no
17012,32,self-employed,married,primary,no,-6,no,no,unknown,23,may,881,2,-1,0,unknown,no
17013,34,self-employed,married,secondary,no,-56,yes,no,unknown,19,may,248,3,-1,0,unknown,no
17014,42,services,divorced,unknown,no,651,no,no,unknown,17,jun,61,1,-1,0,unknown,no
17015,55,services,married,secondary,no,879,no,no,cellular,28,aug,183,8,-1,0,unknown,no
17016,45,blue-collar,married,secondary,no,1345,yes,no,unknown,19,may,120,7,-1,0,unknown,no
17017,38,self-employed,divorced,secondary,yes,2,no,no,cellular,20,nov,291,2,-1,0,unknown,no
17018,35,blue-collar,single,secondary,no,-257,yes,no,unknown,30,may,312,7,-1,0,unknown,no
17019,27,technician,single,tertiary,no,1526,yes,no,unknown,6,jun,342,10,-1,0,unknown,no
17020,39,blue-collar,married,unknown,no,0,no,no,cellular,2,feb,731,1,193,3,failure,no
17021,40,technician,married,primary,no,6110,yes,no,unknown,16,may,217,1,-1,0,unknown,no
17022,29,self-employed,married,secondary,no,425,yes,no,unknown,5,jun,562,15,-1,0,unknown,yes
17023,75,retired,married,secondary,no,3771,no,no,telephone,16,oct,186,1,183,1,failure,yes
17024,41,management,divorced,tertiary,no,846,no,yes,cellular,23,jul,206,3,-1,0,unknown,no
17025,43,technician,married,secondary,no,994,yes,yes,cellular,5,may,51,1,-1,0,unknown,no
17026,54,technician,married,tertiary,no,395,no,no,cellular,30,apr,183,1,183,2,success,yes
17027,48,entrepreneur,married,secondary,no,568,no,no,unknown,11,jun,148,4,-1,0,unknown,no
17028,44,blue-collar,married,primary,no,4581,yes,no,cellular,15,apr,520,3,146,2,failure,no
17029,51,admin.,divorced,secondary,no,212,yes,yes,cellular,16,apr,168,1,-1,0,unknown,no
17030,77,retired,married,secondary,no,4112,no,no,telephone,26,jan,1616,1,95,2,success,yes
17031,45,services,married,unknown,no,318,no,no,cellular,16,jul,63,2,-1,0,unknown,no
17032,39,blue-collar,married,secondary,no,0,yes,no,cellular,13,may,513,3,176,2,failure,no
17033,52,technician,married,unknown,no,2709,yes,no,telephone,9,feb,48,7,-1,0,unknown,no
17034,45,admin.,married,secondary,no,434,no,yes,cellular,24,jul,180,19,-1,0,unknown,no
17035,61,retired,married,primary,no,1060,yes,no,unknown,13,may,118,1,-1,0,unknown,no
17036,52,entrepreneur,married,primary,no,-104,no,yes,cellular,10,jul,124,1,-1,0,unknown,no
17037,36,technician,married,secondary,no,480,no,no,cellular,20,oct,213,1,-1,0,unknown,yes
17038,38,blue-collar,married,secondary,no,0,no,no,unknown,20,jun,152,5,-1,0,unknown,no
17039,30,technician,single,secondary,no,4787,yes,no,unknown,4,jun,99,2,-1,0,unknown,no
17040,23,services,single,secondary,no,567,yes,yes,cellular,15,may,358,1,-1,0,unknown,no
17041,27,admin.,married,tertiary,no,2855,no,no,cellular,25,jan,240,1,301,3,failure,yes
17042,33,services,single,secondary,no,0,yes,no,unknown,16,may,212,1,-1,0,unknown,no
17043,47,technician,married,secondary,no,335,no,no,cellular,17,feb,226,1,-1,0,unknown,yes
17044,28,unemployed,single,tertiary,no,1010,yes,no,unknown,4,jun,174,2,-1,0,unknown,no
17045,29,management,married,tertiary,no,451,no,no,cellular,4,aug,152,1,92,2,failure,no
17046,70,retired,married,secondary,no,1024,no,no,cellular,17,apr,278,1,-1,0,unknown,no
17047,56,management,married,primary,no,31,yes,no,cellular,12,may,215,2,-1,0,unknown,no
17048,28,management,single,unknown,yes,101,yes,no,unknown,9,may,224,3,-1,0,unknown,no
17049,47,services,married,tertiary,no,871,no,no,cellular,22,aug,602,9,-1,0,unknown,no
17050,37,blue-collar,single,secondary,no,48,no,no,cellular,6,may,140,2,-1,0,unknown,no
17051,43,admin.,married,secondary,no,214,yes,no,telephone,17,apr,421,2,324,24,failure,no
17052,33,management,married,secondary,no,3132,yes,no,unknown,23,may,350,5,-1,0,unknown,no
17053,31,management,single,tertiary,no,10215,no,no,cellular,22,aug,139,2,-1,0,unknown,no
17054,21,student,single,secondary,no,164,no,no,cellular,19,feb,78,5,-1,0,unknown,no
17055,53,entrepreneur,divorced,unknown,no,4736,yes,no,unknown,3,jun,676,5,-1,0,unknown,no
17056,21,student,single,unknown,no,1506,no,no,cellular,14,sep,340,1,-1,0,unknown,yes
17057,36,management,married,tertiary,no,322,yes,no,cellular,22,jul,485,1,-1,0,unknown,no
17058,26,technician,married,secondary,no,523,no,no,cellular,29,jan,216,1,-1,0,unknown,no
17059,55,self-employed,divorced,secondary,no,1530,no,no,cellular,2,feb,166,1,216,1,other,no
17060,30,management,married,tertiary,no,549,no,no,cellular,28,aug,59,8,-1,0,unknown,no
17061,40,management,married,primary,no,-90,no,no,telephone,14,jul,716,3,-1,0,unknown,no
17062,45,blue-collar,married,primary,no,660,yes,no,cellular,14,jul,329,2,-1,0,unknown,no
17063,32,blue-collar,married,secondary,no,169,yes,no,cellular,14,may,291,2,-1,0,unknown,no
17064,37,blue-collar,married,primary,no,445,yes,no,unknown,26,may,159,2,-1,0,unknown,no
17065,48,blue-collar,married,secondary,no,2008,no,no,cellular,21,aug,238,4,-1,0,unknown,no
17066,36,management,divorced,tertiary,no,668,yes,no,cellular,5,may,623,1,-1,0,unknown,no
17067,29,student,single,tertiary,no,246,no,no,cellular,3,feb,269,1,-1,0,unknown,no
